artifact_size,beta,correct,delta,duration,filter_noise,filter_radius,filter_radius_noise,filter_samples,gamma,globalTrialId,grain,image_samples,intensity,intensityChange,is_reference,label,line_angle,nTrials,pThreshold,questTrialId,selection,startVal,startValSd,stopInterval,user,velocity,x,y
8,3.5,0,0.01,3.7954933643341064,0,145.0,0.0,100.0,0.5,24,0.1,1,0.6,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,1,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.2749085426330566,0,145.0,0.0,100.0,0.5,25,0.1,1,0.5216060210317498,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,2,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.13704514503479,0,145.0,0.0,100.0,0.5,26,0.1,1,0.4226637653003655,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,3,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,2.7443346977233887,0,145.0,0.0,100.0,0.5,27,0.1,1,0.3390815897579037,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,4,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.133283853530884,0,145.0,0.0,100.0,0.5,28,0.1,1,0.263106634003767,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,5,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.7864303588867188,0,145.0,0.0,100.0,0.5,29,0.1,1,0.20110407062551072,increase,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,image,0.6,0.4,0.1,ak,0.0,336.674072265625,521.5460205078125
8,3.5,1,0.01,2.510648727416992,0,145.0,0.0,100.0,0.5,89,0.1,1,0.37331209375204943,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.3779916763305664,0,145.0,0.0,100.0,0.5,90,0.1,1,0.33025857096673855,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.679513454437256,0,145.0,0.0,100.0,0.5,91,0.1,1,0.2914323472720829,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.259078025817871,0,145.0,0.0,100.0,0.5,92,0.1,1,0.26638156742204167,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,4.065499544143677,0,145.0,0.0,100.0,0.5,93,0.1,1,0.24512898849975256,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.7410852909088135,0,145.0,0.0,100.0,0.5,94,0.1,1,0.22373470758392905,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.954303741455078,0,145.0,0.0,100.0,0.5,95,0.1,1,0.1998424267975194,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.6162586212158203,0,145.0,0.0,100.0,0.5,96,0.1,1,0.18402770723909895,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,4.051556825637817,0,145.0,0.0,100.0,0.5,97,0.1,1,0.17066294403688936,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,3.129298448562622,0,145.0,0.0,100.0,0.5,98,0.1,1,0.15888624659035994,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,6,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,1.8572957515716553,0,145.0,0.0,100.0,0.5,182,0.1,1,0.37331209375204943,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,17,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,1.9375534057617188,0,145.0,0.0,100.0,0.5,183,0.1,1,0.33025857096673855,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,18,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,1.9868969917297363,0,145.0,0.0,100.0,0.5,184,0.1,1,0.2914323472720829,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,19,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.063300371170044,0,145.0,0.0,100.0,0.5,185,0.1,1,0.26638156742204167,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,20,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.405844211578369,0,145.0,0.0,100.0,0.5,186,0.1,1,0.24512898849975256,increase,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,21,image,0.6,0.4,0.1,ak,0.0,414.9886474609375,548.0570068359375
8,3.5,0,0.01,2.0371596813201904,0,145.0,0.0,100.0,0.5,201,0.1,1,0.29157986547136533,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,22,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,1.919485330581665,0,145.0,0.0,100.0,0.5,202,0.1,1,0.2738486188836775,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,23,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.304975748062134,0,145.0,0.0,100.0,0.5,203,0.1,1,0.2590225029812977,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,24,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,3.855226516723633,0,145.0,0.0,100.0,0.5,204,0.1,1,0.24596460454969088,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,25,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.6709108352661133,0,145.0,0.0,100.0,0.5,205,0.1,1,0.23287396314762843,increase,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,26,image,0.6,0.4,0.1,ak,0.0,484.443603515625,591.9698486328125
8,3.5,0,0.01,3.4311699867248535,0,145.0,0.0,100.0,0.5,225,0.1,1,0.2639725339790272,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,27,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,2.5684566497802734,0,145.0,0.0,100.0,0.5,226,0.1,1,0.2534766907825228,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,28,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,11.461783170700073,0,145.0,0.0,100.0,0.5,227,0.1,1,0.24386652117634539,increase,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,image,0.6,0.4,0.1,ak,0.0,334.366455078125,631.346435546875
8,3.5,1,0.01,1.63252854347229,0,145.0,0.0,100.0,0.5,307,0.1,1,0.265734827681252,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.44083571434021,0,145.0,0.0,100.0,0.5,308,0.1,1,0.2575537826106975,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.6559937000274658,0,145.0,0.0,100.0,0.5,309,0.1,1,0.2500816038667275,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.2209513187408447,0,145.0,0.0,100.0,0.5,310,0.1,1,0.24295707308415626,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.1651396751403809,0,145.0,0.0,100.0,0.5,311,0.1,1,0.23505867130798558,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.1579539775848389,0,145.0,0.0,100.0,0.5,312,0.1,1,0.22626354704031953,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.0848755836486816,0,145.0,0.0,100.0,0.5,313,0.1,1,0.2162721629163709,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.5175976753234863,0,145.0,0.0,100.0,0.5,314,0.1,1,0.2047407120395413,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.166346788406372,0,145.0,0.0,100.0,0.5,315,0.1,1,0.19502801567529482,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,10.905862092971802,0,145.0,0.0,100.0,0.5,316,0.1,1,0.18830777563410028,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,1.2916033267974854,0,145.0,0.0,100.0,0.5,317,0.1,1,0.18277276941179843,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.7654056549072266,0,145.0,0.0,100.0,0.5,318,0.1,1,0.1781838553727761,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.5249648094177246,0,145.0,0.0,100.0,0.5,319,0.1,1,0.1743506302723073,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.3090274333953857,0,145.0,0.0,100.0,0.5,320,0.1,1,0.17112011705439123,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,1,0.01,2.8708419799804688,0,145.0,0.0,100.0,0.5,321,0.1,1,0.16836821895791337,decrease,True,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,29,none,0.6,0.4,0.1,ak,0.0,,
8,3.5,0,0.01,8.151211023330688,0,145.0,0.0,100.0,0.5,375,0.1,1,0.265734827681252,decrease,False,artifact8-angle5.5-noise0-speed0.0-samples1,0.09599310885968812,50,0.82,45,none,0.6,0.4,0.1,ak,0.0,,
