artifact_size,beta,correct,delta,duration,filter_noise,filter_radius,filter_radius_noise,filter_samples,gamma,526,grain,image_samples,intensity,intensityChange,is_reference,label,line_angle,nTrials,pThreshold,questTrialId,selection,startVal,startValSd,stopInterval,user,velocity,x,y
8,3.5,0,0.01,2.86036562919617,0,200,0,100,0.5,182,0.1,1,0.223734707583929,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,25,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,2.44729018211365,0,200,0,100,0.5,183,0.1,1,0.199842426797519,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,26,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,3.06981897354126,0,200,0,100,0.5,184,0.1,1,0.184027707239099,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,27,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,5.05667734146118,0,200,0,100,0.5,185,0.1,1,0.170662944036889,increase,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,image,0.6,0.4,0.1,ab,0,340.22412109375,267.973083496094
8,3.5,1,0.01,17.3053719997406,0,200,0,100,0.5,224,0.1,1,0.229726548381517,decrease,True,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,7.9893970489502,0,200,0,100,0.5,225,0.1,1,0.212461056862966,decrease,True,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,3.14271259307861,0,200,0,100,0.5,226,0.1,1,0.195915771868827,decrease,True,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,3.41996097564697,0,200,0,100,0.5,227,0.1,1,0.185628587200854,decrease,True,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,2.97164988517761,0,200,0,100,0.5,228,0.1,1,0.177090271376896,decrease,True,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,28,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,4.56691551208496,0,200,0,100,0.5,283,0.1,1,0.229726548381517,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,34,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,7.07609748840332,0,200,0,100,0.5,284,0.1,1,0.212461056862966,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,35,none,0.6,0.4,0.1,ab,0,,
8,3.5,1,0.01,3.86322450637817,0,200,0,100,0.5,285,0.1,1,0.195915771868827,increase,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,36,image,0.6,0.4,0.1,ab,0,182.994750976563,439.774291992188
8,3.5,1,0.01,11.3295130729675,0,200,0,100,0.5,308,0.1,1,0.242396198980447,increase,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,37,image,0.6,0.4,0.1,ab,0,295.511962890625,351.053039550781
8,3.5,0,0.01,2.134596824646,0,200,0,100,0.5,382,0.1,1,0.270968972618909,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,38,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,0.786360263824463,0,200,0,100,0.5,383,0.1,1,0.259727087175488,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,39,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,0.740402221679688,0,200,0,100,0.5,384,0.1,1,0.249771858476426,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,40,none,0.6,0.4,0.1,ab,0,,
8,3.5,0,0.01,0.648638725280762,0,200,0,100,0.5,385,0.1,1,0.24004804413923,decrease,False,artifact8-angle1-noise0-speed0.0-samples1,0.017453292519943,40,0.82,41,none,0.6,0.4,0.1,ab,0,,
